step_diff,percentage
1.0,76.11559176040065
0.0,14.89223963531411
-1.0,5.736429926541328
-2.0,1.427813593001196
-3.0,1.048382021057553
-4.0,0.43248006185993404
2.0,0.18252277038995135
3.0,0.16004459669660762
4.0,0.004495634738668753
